Weekend,Pickup_hour,Pickup_minute,Zone,Number_trips
FALSE,0,0,Gramercy,1299
FALSE,0,0,Upper East Side South,1117
FALSE,0,0,Flatiron,1444
FALSE,0,0,Meatpacking/West Village West,531
FALSE,0,0,UN/Turtle Bay South,384
FALSE,0,0,East Village,1786
FALSE,0,0,Garment District,1118
FALSE,0,0,East Harlem North,524
FALSE,0,0,TriBeCa/Civic Center,724
FALSE,0,0,Times Sq/Theatre District,3247
FALSE,0,0,Lincoln Square East,1754
FALSE,0,0,Midtown Center,1852
FALSE,0,0,Hudson Sq,406
FALSE,0,0,Upper East Side North,677
FALSE,0,0,Greenwich Village North,1006
FALSE,0,0,West Village,2070
FALSE,0,0,East Harlem South,545
FALSE,0,0,Lower East Side,1412
FALSE,0,0,Union Sq,1087
FALSE,0,0,Upper West Side South,675
FALSE,0,0,Lincoln Square West,130
FALSE,0,0,Murray Hill,1524
FALSE,0,0,Midtown East,1364
FALSE,0,0,Manhattan Valley,320
FALSE,0,0,Central Harlem,639
FALSE,0,0,SoHo,570
FALSE,0,0,Central Harlem North,263
FALSE,0,0,West Chelsea/Hudson Yards,392
FALSE,0,0,Hamilton Heights,135
FALSE,0,0,Little Italy/NoLiTa,783
FALSE,0,0,Greenwich Village South,1167
FALSE,0,0,East Chelsea,1222
FALSE,0,0,Sutton Place/Turtle Bay North,760
FALSE,0,0,Clinton West,340
FALSE,0,0,Two Bridges/Seward Park,50
FALSE,0,0,Stuy Town/Peter Cooper Village,41
FALSE,0,0,Yorkville East,136
FALSE,0,0,Kips Bay,404
FALSE,0,0,Clinton East,1200
FALSE,0,0,Morningside Heights,458
FALSE,0,0,Penn Station/Madison Sq West,1949
FALSE,0,0,World Trade Center,120
FALSE,0,0,Midtown South,1316
FALSE,0,0,Manhattanville,127
FALSE,0,0,Yorkville West,582
FALSE,0,0,Lenox Hill West,730
FALSE,0,0,Lenox Hill East,380
FALSE,0,0,Washington Heights South,185
FALSE,0,0,Midtown North,680
FALSE,0,0,Upper West Side North,539
FALSE,0,0,Washington Heights North,72
FALSE,0,0,Financial District North,281
FALSE,0,0,Inwood,22
FALSE,0,0,Alphabet City,112
FALSE,0,0,Battery Park City,190
FALSE,0,0,Bloomingdale,60
FALSE,0,0,Chinatown,37
FALSE,0,0,Financial District South,146
FALSE,0,0,Seaport,33
FALSE,0,0,Inwood Hill Park,2
FALSE,0,0,Roosevelt Island,8
FALSE,0,0,Central Park,4
FALSE,0,0,Battery Park,3
FALSE,0,0,Marble Hill,3
FALSE,0,0,Randalls Island,0
FALSE,0,0,Highbridge Park,0
FALSE,0,0,Governor's Island/Ellis Island/Liberty Island,0
FALSE,0,10,Gramercy,1329
FALSE,0,10,Upper East Side South,974
FALSE,0,10,Flatiron,1460
FALSE,0,10,Meatpacking/West Village West,525
FALSE,0,10,UN/Turtle Bay South,385
FALSE,0,10,East Village,1893
FALSE,0,10,Garment District,927
FALSE,0,10,East Harlem North,404
FALSE,0,10,TriBeCa/Civic Center,759
FALSE,0,10,Times Sq/Theatre District,3131
FALSE,0,10,Lincoln Square East,1698
FALSE,0,10,Midtown Center,1592
FALSE,0,10,Hudson Sq,379
FALSE,0,10,Upper East Side North,620
FALSE,0,10,Greenwich Village North,1011
FALSE,0,10,West Village,1878
FALSE,0,10,East Harlem South,516
FALSE,0,10,Lower East Side,1497
FALSE,0,10,Union Sq,1131
FALSE,0,10,Upper West Side South,611
FALSE,0,10,Lincoln Square West,138
FALSE,0,10,Murray Hill,1402
FALSE,0,10,Midtown East,1297
FALSE,0,10,Manhattan Valley,241
FALSE,0,10,Central Harlem,657
FALSE,0,10,SoHo,554
FALSE,0,10,Central Harlem North,245
FALSE,0,10,West Chelsea/Hudson Yards,333
FALSE,0,10,Hamilton Heights,192
FALSE,0,10,Little Italy/NoLiTa,785
FALSE,0,10,Greenwich Village South,1155
FALSE,0,10,East Chelsea,1263
FALSE,0,10,Sutton Place/Turtle Bay North,629
FALSE,0,10,Clinton West,341
FALSE,0,10,Two Bridges/Seward Park,56
FALSE,0,10,Stuy Town/Peter Cooper Village,43
FALSE,0,10,Yorkville East,126
FALSE,0,10,Kips Bay,359
FALSE,0,10,Clinton East,1157
FALSE,0,10,Morningside Heights,417
FALSE,0,10,Penn Station/Madison Sq West,1773
FALSE,0,10,World Trade Center,93
FALSE,0,10,Midtown South,1314
FALSE,0,10,Manhattanville,111
FALSE,0,10,Yorkville West,609
FALSE,0,10,Lenox Hill West,688
FALSE,0,10,Lenox Hill East,307
FALSE,0,10,Washington Heights South,191
FALSE,0,10,Midtown North,683
FALSE,0,10,Upper West Side North,503
FALSE,0,10,Washington Heights North,65
FALSE,0,10,Financial District North,250
FALSE,0,10,Inwood,38
FALSE,0,10,Alphabet City,120
FALSE,0,10,Battery Park City,197
FALSE,0,10,Bloomingdale,64
FALSE,0,10,Chinatown,32
FALSE,0,10,Financial District South,118
FALSE,0,10,Seaport,32
FALSE,0,10,Inwood Hill Park,4
FALSE,0,10,Roosevelt Island,2
FALSE,0,10,Central Park,7
FALSE,0,10,Battery Park,6
FALSE,0,10,Marble Hill,1
FALSE,0,10,Randalls Island,4
FALSE,0,10,Highbridge Park,0
FALSE,0,10,Governor's Island/Ellis Island/Liberty Island,0
FALSE,0,20,Gramercy,1129
FALSE,0,20,Upper East Side South,938
FALSE,0,20,Flatiron,1433
FALSE,0,20,Meatpacking/West Village West,499
FALSE,0,20,UN/Turtle Bay South,370
FALSE,0,20,East Village,1909
FALSE,0,20,Garment District,994
FALSE,0,20,East Harlem North,423
FALSE,0,20,TriBeCa/Civic Center,752
FALSE,0,20,Times Sq/Theatre District,3158
FALSE,0,20,Lincoln Square East,1537
FALSE,0,20,Midtown Center,1796
FALSE,0,20,Hudson Sq,370
FALSE,0,20,Upper East Side North,556
FALSE,0,20,Greenwich Village North,1006
FALSE,0,20,West Village,2087
FALSE,0,20,East Harlem South,441
FALSE,0,20,Lower East Side,1530
FALSE,0,20,Union Sq,1086
FALSE,0,20,Upper West Side South,643
FALSE,0,20,Lincoln Square West,109
FALSE,0,20,Murray Hill,1308
FALSE,0,20,Midtown East,1180
FALSE,0,20,Manhattan Valley,252
FALSE,0,20,Central Harlem,656
FALSE,0,20,SoHo,608
FALSE,0,20,Central Harlem North,262
FALSE,0,20,West Chelsea/Hudson Yards,320
FALSE,0,20,Hamilton Heights,173
FALSE,0,20,Little Italy/NoLiTa,796
FALSE,0,20,Greenwich Village South,1134
FALSE,0,20,East Chelsea,1188
FALSE,0,20,Sutton Place/Turtle Bay North,669
FALSE,0,20,Clinton West,314
FALSE,0,20,Two Bridges/Seward Park,64
FALSE,0,20,Stuy Town/Peter Cooper Village,38
FALSE,0,20,Yorkville East,147
FALSE,0,20,Kips Bay,336
FALSE,0,20,Clinton East,1062
FALSE,0,20,Morningside Heights,372
FALSE,0,20,Penn Station/Madison Sq West,1378
FALSE,0,20,World Trade Center,108
FALSE,0,20,Midtown South,1397
FALSE,0,20,Manhattanville,102
FALSE,0,20,Yorkville West,531
FALSE,0,20,Lenox Hill West,643
FALSE,0,20,Lenox Hill East,240
FALSE,0,20,Washington Heights South,187
FALSE,0,20,Midtown North,619
FALSE,0,20,Upper West Side North,499
FALSE,0,20,Washington Heights North,61
FALSE,0,20,Financial District North,277
FALSE,0,20,Inwood,29
FALSE,0,20,Alphabet City,140
FALSE,0,20,Battery Park City,156
FALSE,0,20,Bloomingdale,46
FALSE,0,20,Chinatown,28
FALSE,0,20,Financial District South,103
FALSE,0,20,Seaport,47
FALSE,0,20,Inwood Hill Park,2
FALSE,0,20,Roosevelt Island,4
FALSE,0,20,Central Park,2
FALSE,0,20,Battery Park,1
FALSE,0,20,Marble Hill,1
FALSE,0,20,Randalls Island,0
FALSE,0,20,Highbridge Park,0
FALSE,0,20,Governor's Island/Ellis Island/Liberty Island,0
FALSE,0,30,Gramercy,1016
FALSE,0,30,Upper East Side South,887
FALSE,0,30,Flatiron,1386
FALSE,0,30,Meatpacking/West Village West,575
FALSE,0,30,UN/Turtle Bay South,336
FALSE,0,30,East Village,1966
FALSE,0,30,Garment District,909
FALSE,0,30,East Harlem North,523
FALSE,0,30,TriBeCa/Civic Center,720
FALSE,0,30,Times Sq/Theatre District,3016
FALSE,0,30,Lincoln Square East,1424
FALSE,0,30,Midtown Center,1390
FALSE,0,30,Hudson Sq,325
FALSE,0,30,Upper East Side North,498
FALSE,0,30,Greenwich Village North,1062
FALSE,0,30,West Village,1907
FALSE,0,30,East Harlem South,441
FALSE,0,30,Lower East Side,1516
FALSE,0,30,Union Sq,1039
FALSE,0,30,Upper West Side South,583
FALSE,0,30,Lincoln Square West,105
FALSE,0,30,Murray Hill,1273
FALSE,0,30,Midtown East,1133
FALSE,0,30,Manhattan Valley,236
FALSE,0,30,Central Harlem,615
FALSE,0,30,SoHo,569
FALSE,0,30,Central Harlem North,222
FALSE,0,30,West Chelsea/Hudson Yards,331
FALSE,0,30,Hamilton Heights,168
FALSE,0,30,Little Italy/NoLiTa,754
FALSE,0,30,Greenwich Village South,1050
FALSE,0,30,East Chelsea,1236
FALSE,0,30,Sutton Place/Turtle Bay North,649
FALSE,0,30,Clinton West,331
FALSE,0,30,Two Bridges/Seward Park,57
FALSE,0,30,Stuy Town/Peter Cooper Village,34
FALSE,0,30,Yorkville East,90
FALSE,0,30,Kips Bay,294
FALSE,0,30,Clinton East,1067
FALSE,0,30,Morningside Heights,409
FALSE,0,30,Penn Station/Madison Sq West,1635
FALSE,0,30,World Trade Center,110
FALSE,0,30,Midtown South,1364
FALSE,0,30,Manhattanville,120
FALSE,0,30,Yorkville West,478
FALSE,0,30,Lenox Hill West,577
FALSE,0,30,Lenox Hill East,253
FALSE,0,30,Washington Heights South,177
FALSE,0,30,Midtown North,614
FALSE,0,30,Upper West Side North,509
FALSE,0,30,Washington Heights North,78
FALSE,0,30,Financial District North,241
FALSE,0,30,Inwood,30
FALSE,0,30,Alphabet City,122
FALSE,0,30,Battery Park City,169
FALSE,0,30,Bloomingdale,77
FALSE,0,30,Chinatown,28
FALSE,0,30,Financial District South,106
FALSE,0,30,Seaport,29
FALSE,0,30,Inwood Hill Park,2
FALSE,0,30,Roosevelt Island,2
FALSE,0,30,Central Park,6
FALSE,0,30,Battery Park,4
FALSE,0,30,Marble Hill,5
FALSE,0,30,Randalls Island,1
FALSE,0,30,Highbridge Park,0
FALSE,0,30,Governor's Island/Ellis Island/Liberty Island,0
FALSE,0,40,Gramercy,1065
FALSE,0,40,Upper East Side South,779
FALSE,0,40,Flatiron,1311
FALSE,0,40,Meatpacking/West Village West,595
FALSE,0,40,UN/Turtle Bay South,312
FALSE,0,40,East Village,1765
FALSE,0,40,Garment District,911
FALSE,0,40,East Harlem North,467
FALSE,0,40,TriBeCa/Civic Center,629
FALSE,0,40,Times Sq/Theatre District,3018
FALSE,0,40,Lincoln Square East,1397
FALSE,0,40,Midtown Center,1411
FALSE,0,40,Hudson Sq,337
FALSE,0,40,Upper East Side North,480
FALSE,0,40,Greenwich Village North,952
FALSE,0,40,West Village,1984
FALSE,0,40,East Harlem South,375
FALSE,0,40,Lower East Side,1639
FALSE,0,40,Union Sq,895
FALSE,0,40,Upper West Side South,572
FALSE,0,40,Lincoln Square West,96
FALSE,0,40,Murray Hill,1335
FALSE,0,40,Midtown East,996
FALSE,0,40,Manhattan Valley,198
FALSE,0,40,Central Harlem,643
FALSE,0,40,SoHo,540
FALSE,0,40,Central Harlem North,244
FALSE,0,40,West Chelsea/Hudson Yards,342
FALSE,0,40,Hamilton Heights,172
FALSE,0,40,Little Italy/NoLiTa,694
FALSE,0,40,Greenwich Village South,1101
FALSE,0,40,East Chelsea,1254
FALSE,0,40,Sutton Place/Turtle Bay North,640
FALSE,0,40,Clinton West,307
FALSE,0,40,Two Bridges/Seward Park,79
FALSE,0,40,Stuy Town/Peter Cooper Village,46
FALSE,0,40,Yorkville East,107
FALSE,0,40,Kips Bay,318
FALSE,0,40,Clinton East,1071
FALSE,0,40,Morningside Heights,336
FALSE,0,40,Penn Station/Madison Sq West,1538
FALSE,0,40,World Trade Center,108
FALSE,0,40,Midtown South,1304
FALSE,0,40,Manhattanville,115
FALSE,0,40,Yorkville West,511
FALSE,0,40,Lenox Hill West,598
FALSE,0,40,Lenox Hill East,193
FALSE,0,40,Washington Heights South,181
FALSE,0,40,Midtown North,560
FALSE,0,40,Upper West Side North,410
FALSE,0,40,Washington Heights North,67
FALSE,0,40,Financial District North,221
FALSE,0,40,Inwood,23
FALSE,0,40,Alphabet City,101
FALSE,0,40,Battery Park City,127
FALSE,0,40,Bloomingdale,44
FALSE,0,40,Chinatown,21
FALSE,0,40,Financial District South,78
FALSE,0,40,Seaport,36
FALSE,0,40,Inwood Hill Park,1
FALSE,0,40,Roosevelt Island,2
FALSE,0,40,Central Park,2
FALSE,0,40,Battery Park,3
FALSE,0,40,Marble Hill,4
FALSE,0,40,Randalls Island,2
FALSE,0,40,Highbridge Park,0
FALSE,0,40,Governor's Island/Ellis Island/Liberty Island,0
FALSE,0,50,Gramercy,1043
FALSE,0,50,Upper East Side South,786
FALSE,0,50,Flatiron,1346
FALSE,0,50,Meatpacking/West Village West,509
FALSE,0,50,UN/Turtle Bay South,281
FALSE,0,50,East Village,1883
FALSE,0,50,Garment District,881
FALSE,0,50,East Harlem North,431
FALSE,0,50,TriBeCa/Civic Center,626
FALSE,0,50,Times Sq/Theatre District,2753
FALSE,0,50,Lincoln Square East,1319
FALSE,0,50,Midtown Center,1386
FALSE,0,50,Hudson Sq,314
FALSE,0,50,Upper East Side North,454
FALSE,0,50,Greenwich Village North,900
FALSE,0,50,West Village,1963
FALSE,0,50,East Harlem South,372
FALSE,0,50,Lower East Side,1427
FALSE,0,50,Union Sq,890
FALSE,0,50,Upper West Side South,571
FALSE,0,50,Lincoln Square West,101
FALSE,0,50,Murray Hill,1221
FALSE,0,50,Midtown East,1033
FALSE,0,50,Manhattan Valley,218
FALSE,0,50,Central Harlem,558
FALSE,0,50,SoHo,522
FALSE,0,50,Central Harlem North,238
FALSE,0,50,West Chelsea/Hudson Yards,367
FALSE,0,50,Hamilton Heights,171
FALSE,0,50,Little Italy/NoLiTa,682
FALSE,0,50,Greenwich Village South,1034
FALSE,0,50,East Chelsea,1348
FALSE,0,50,Sutton Place/Turtle Bay North,622
FALSE,0,50,Clinton West,312
FALSE,0,50,Two Bridges/Seward Park,74
FALSE,0,50,Stuy Town/Peter Cooper Village,35
FALSE,0,50,Yorkville East,92
FALSE,0,50,Kips Bay,271
FALSE,0,50,Clinton East,1009
FALSE,0,50,Morningside Heights,365
FALSE,0,50,Penn Station/Madison Sq West,1276
FALSE,0,50,World Trade Center,113
FALSE,0,50,Midtown South,1243
FALSE,0,50,Manhattanville,120
FALSE,0,50,Yorkville West,422
FALSE,0,50,Lenox Hill West,592
FALSE,0,50,Lenox Hill East,213
FALSE,0,50,Washington Heights South,190
FALSE,0,50,Midtown North,485
FALSE,0,50,Upper West Side North,447
FALSE,0,50,Washington Heights North,56
FALSE,0,50,Financial District North,222
FALSE,0,50,Inwood,21
FALSE,0,50,Alphabet City,135
FALSE,0,50,Battery Park City,151
FALSE,0,50,Bloomingdale,48
FALSE,0,50,Chinatown,14
FALSE,0,50,Financial District South,108
FALSE,0,50,Seaport,25
FALSE,0,50,Inwood Hill Park,0
FALSE,0,50,Roosevelt Island,4
FALSE,0,50,Central Park,3
FALSE,0,50,Battery Park,3
FALSE,0,50,Marble Hill,4
FALSE,0,50,Randalls Island,3
FALSE,0,50,Highbridge Park,0
FALSE,0,50,Governor's Island/Ellis Island/Liberty Island,0
FALSE,1,0,Gramercy,994
FALSE,1,0,Upper East Side South,639
FALSE,1,0,Flatiron,1363
FALSE,1,0,Meatpacking/West Village West,491
FALSE,1,0,UN/Turtle Bay South,272
FALSE,1,0,East Village,1863
FALSE,1,0,Garment District,881
FALSE,1,0,East Harlem North,383
FALSE,1,0,TriBeCa/Civic Center,626
FALSE,1,0,Times Sq/Theatre District,2975
FALSE,1,0,Lincoln Square East,1200
FALSE,1,0,Midtown Center,1473
FALSE,1,0,Hudson Sq,342
FALSE,1,0,Upper East Side North,442
FALSE,1,0,Greenwich Village North,851
FALSE,1,0,West Village,1807
FALSE,1,0,East Harlem South,361
FALSE,1,0,Lower East Side,1605
FALSE,1,0,Union Sq,821
FALSE,1,0,Upper West Side South,482
FALSE,1,0,Lincoln Square West,90
FALSE,1,0,Murray Hill,1118
FALSE,1,0,Midtown East,1040
FALSE,1,0,Manhattan Valley,213
FALSE,1,0,Central Harlem,557
FALSE,1,0,SoHo,487
FALSE,1,0,Central Harlem North,249
FALSE,1,0,West Chelsea/Hudson Yards,326
FALSE,1,0,Hamilton Heights,182
FALSE,1,0,Little Italy/NoLiTa,777
FALSE,1,0,Greenwich Village South,1002
FALSE,1,0,East Chelsea,1263
FALSE,1,0,Sutton Place/Turtle Bay North,657
FALSE,1,0,Clinton West,310
FALSE,1,0,Two Bridges/Seward Park,83
FALSE,1,0,Stuy Town/Peter Cooper Village,36
FALSE,1,0,Yorkville East,96
FALSE,1,0,Kips Bay,266
FALSE,1,0,Clinton East,1060
FALSE,1,0,Morningside Heights,361
FALSE,1,0,Penn Station/Madison Sq West,1498
FALSE,1,0,World Trade Center,98
FALSE,1,0,Midtown South,1167
FALSE,1,0,Manhattanville,98
FALSE,1,0,Yorkville West,458
FALSE,1,0,Lenox Hill West,526
FALSE,1,0,Lenox Hill East,198
FALSE,1,0,Washington Heights South,197
FALSE,1,0,Midtown North,484
FALSE,1,0,Upper West Side North,435
FALSE,1,0,Washington Heights North,73
FALSE,1,0,Financial District North,181
FALSE,1,0,Inwood,31
FALSE,1,0,Alphabet City,123
FALSE,1,0,Battery Park City,131
FALSE,1,0,Bloomingdale,52
FALSE,1,0,Chinatown,31
FALSE,1,0,Financial District South,113
FALSE,1,0,Seaport,31
FALSE,1,0,Inwood Hill Park,3
FALSE,1,0,Roosevelt Island,0
FALSE,1,0,Central Park,3
FALSE,1,0,Battery Park,4
FALSE,1,0,Marble Hill,2
FALSE,1,0,Randalls Island,0
FALSE,1,0,Highbridge Park,0
FALSE,1,0,Governor's Island/Ellis Island/Liberty Island,0
FALSE,1,10,Gramercy,911
FALSE,1,10,Upper East Side South,642
FALSE,1,10,Flatiron,1302
FALSE,1,10,Meatpacking/West Village West,528
FALSE,1,10,UN/Turtle Bay South,247
FALSE,1,10,East Village,1866
FALSE,1,10,Garment District,892
FALSE,1,10,East Harlem North,377
FALSE,1,10,TriBeCa/Civic Center,611
FALSE,1,10,Times Sq/Theatre District,2603
FALSE,1,10,Lincoln Square East,1220
FALSE,1,10,Midtown Center,1254
FALSE,1,10,Hudson Sq,314
FALSE,1,10,Upper East Side North,369
FALSE,1,10,Greenwich Village North,809
FALSE,1,10,West Village,1859
FALSE,1,10,East Harlem South,360
FALSE,1,10,Lower East Side,1603
FALSE,1,10,Union Sq,900
FALSE,1,10,Upper West Side South,465
FALSE,1,10,Lincoln Square West,77
FALSE,1,10,Murray Hill,1071
FALSE,1,10,Midtown East,978
FALSE,1,10,Manhattan Valley,224
FALSE,1,10,Central Harlem,562
FALSE,1,10,SoHo,458
FALSE,1,10,Central Harlem North,253
FALSE,1,10,West Chelsea/Hudson Yards,339
FALSE,1,10,Hamilton Heights,168
FALSE,1,10,Little Italy/NoLiTa,697
FALSE,1,10,Greenwich Village South,958
FALSE,1,10,East Chelsea,1247
FALSE,1,10,Sutton Place/Turtle Bay North,667
FALSE,1,10,Clinton West,310
FALSE,1,10,Two Bridges/Seward Park,84
FALSE,1,10,Stuy Town/Peter Cooper Village,38
FALSE,1,10,Yorkville East,81
FALSE,1,10,Kips Bay,262
FALSE,1,10,Clinton East,940
FALSE,1,10,Morningside Heights,382
FALSE,1,10,Penn Station/Madison Sq West,1318
FALSE,1,10,World Trade Center,78
FALSE,1,10,Midtown South,1215
FALSE,1,10,Manhattanville,97
FALSE,1,10,Yorkville West,470
FALSE,1,10,Lenox Hill West,525
FALSE,1,10,Lenox Hill East,187
FALSE,1,10,Washington Heights South,164
FALSE,1,10,Midtown North,485
FALSE,1,10,Upper West Side North,428
FALSE,1,10,Washington Heights North,67
FALSE,1,10,Financial District North,248
FALSE,1,10,Inwood,30
FALSE,1,10,Alphabet City,115
FALSE,1,10,Battery Park City,124
FALSE,1,10,Bloomingdale,50
FALSE,1,10,Chinatown,35
FALSE,1,10,Financial District South,105
FALSE,1,10,Seaport,22
FALSE,1,10,Inwood Hill Park,0
FALSE,1,10,Roosevelt Island,3
FALSE,1,10,Central Park,5
FALSE,1,10,Battery Park,1
FALSE,1,10,Marble Hill,3
FALSE,1,10,Randalls Island,0
FALSE,1,10,Highbridge Park,0
FALSE,1,10,Governor's Island/Ellis Island/Liberty Island,0
FALSE,1,20,Gramercy,1038
FALSE,1,20,Upper East Side South,565
FALSE,1,20,Flatiron,1217
FALSE,1,20,Meatpacking/West Village West,522
FALSE,1,20,UN/Turtle Bay South,295
FALSE,1,20,East Village,1922
FALSE,1,20,Garment District,904
FALSE,1,20,East Harlem North,426
FALSE,1,20,TriBeCa/Civic Center,538
FALSE,1,20,Times Sq/Theatre District,2636
FALSE,1,20,Lincoln Square East,1128
FALSE,1,20,Midtown Center,1212
FALSE,1,20,Hudson Sq,292
FALSE,1,20,Upper East Side North,408
FALSE,1,20,Greenwich Village North,858
FALSE,1,20,West Village,1768
FALSE,1,20,East Harlem South,313
FALSE,1,20,Lower East Side,1527
FALSE,1,20,Union Sq,768
FALSE,1,20,Upper West Side South,447
FALSE,1,20,Lincoln Square West,84
FALSE,1,20,Murray Hill,1017
FALSE,1,20,Midtown East,907
FALSE,1,20,Manhattan Valley,193
FALSE,1,20,Central Harlem,537
FALSE,1,20,SoHo,394
FALSE,1,20,Central Harlem North,220
FALSE,1,20,West Chelsea/Hudson Yards,323
FALSE,1,20,Hamilton Heights,162
FALSE,1,20,Little Italy/NoLiTa,695
FALSE,1,20,Greenwich Village South,994
FALSE,1,20,East Chelsea,1319
FALSE,1,20,Sutton Place/Turtle Bay North,650
FALSE,1,20,Clinton West,307
FALSE,1,20,Two Bridges/Seward Park,73
FALSE,1,20,Stuy Town/Peter Cooper Village,34
FALSE,1,20,Yorkville East,75
FALSE,1,20,Kips Bay,246
FALSE,1,20,Clinton East,988
FALSE,1,20,Morningside Heights,320
FALSE,1,20,Penn Station/Madison Sq West,1674
FALSE,1,20,World Trade Center,102
FALSE,1,20,Midtown South,1069
FALSE,1,20,Manhattanville,99
FALSE,1,20,Yorkville West,408
FALSE,1,20,Lenox Hill West,499
FALSE,1,20,Lenox Hill East,197
FALSE,1,20,Washington Heights South,156
FALSE,1,20,Midtown North,518
FALSE,1,20,Upper West Side North,391
FALSE,1,20,Washington Heights North,79
FALSE,1,20,Financial District North,208
FALSE,1,20,Inwood,20
FALSE,1,20,Alphabet City,129
FALSE,1,20,Battery Park City,97
FALSE,1,20,Bloomingdale,53
FALSE,1,20,Chinatown,15
FALSE,1,20,Financial District South,115
FALSE,1,20,Seaport,30
FALSE,1,20,Inwood Hill Park,3
FALSE,1,20,Roosevelt Island,3
FALSE,1,20,Central Park,1
FALSE,1,20,Battery Park,2
FALSE,1,20,Marble Hill,3
FALSE,1,20,Randalls Island,0
FALSE,1,20,Highbridge Park,0
FALSE,1,20,Governor's Island/Ellis Island/Liberty Island,0
FALSE,1,30,Gramercy,943
FALSE,1,30,Upper East Side South,538
FALSE,1,30,Flatiron,1182
FALSE,1,30,Meatpacking/West Village West,547
FALSE,1,30,UN/Turtle Bay South,289
FALSE,1,30,East Village,1788
FALSE,1,30,Garment District,807
FALSE,1,30,East Harlem North,351
FALSE,1,30,TriBeCa/Civic Center,556
FALSE,1,30,Times Sq/Theatre District,2597
FALSE,1,30,Lincoln Square East,928
FALSE,1,30,Midtown Center,1215
FALSE,1,30,Hudson Sq,281
FALSE,1,30,Upper East Side North,405
FALSE,1,30,Greenwich Village North,812
FALSE,1,30,West Village,1843
FALSE,1,30,East Harlem South,351
FALSE,1,30,Lower East Side,1511
FALSE,1,30,Union Sq,816
FALSE,1,30,Upper West Side South,474
FALSE,1,30,Lincoln Square West,105
FALSE,1,30,Murray Hill,904
FALSE,1,30,Midtown East,932
FALSE,1,30,Manhattan Valley,216
FALSE,1,30,Central Harlem,529
FALSE,1,30,SoHo,442
FALSE,1,30,Central Harlem North,207
FALSE,1,30,West Chelsea/Hudson Yards,340
FALSE,1,30,Hamilton Heights,180
FALSE,1,30,Little Italy/NoLiTa,682
FALSE,1,30,Greenwich Village South,949
FALSE,1,30,East Chelsea,1554
FALSE,1,30,Sutton Place/Turtle Bay North,597
FALSE,1,30,Clinton West,233
FALSE,1,30,Two Bridges/Seward Park,74
FALSE,1,30,Stuy Town/Peter Cooper Village,33
FALSE,1,30,Yorkville East,57
FALSE,1,30,Kips Bay,206
FALSE,1,30,Clinton East,929
FALSE,1,30,Morningside Heights,345
FALSE,1,30,Penn Station/Madison Sq West,1145
FALSE,1,30,World Trade Center,98
FALSE,1,30,Midtown South,1054
FALSE,1,30,Manhattanville,92
FALSE,1,30,Yorkville West,435
FALSE,1,30,Lenox Hill West,484
FALSE,1,30,Lenox Hill East,193
FALSE,1,30,Washington Heights South,180
FALSE,1,30,Midtown North,453
FALSE,1,30,Upper West Side North,401
FALSE,1,30,Washington Heights North,76
FALSE,1,30,Financial District North,203
FALSE,1,30,Inwood,28
FALSE,1,30,Alphabet City,147
FALSE,1,30,Battery Park City,91
FALSE,1,30,Bloomingdale,57
FALSE,1,30,Chinatown,21
FALSE,1,30,Financial District South,86
FALSE,1,30,Seaport,23
FALSE,1,30,Inwood Hill Park,1
FALSE,1,30,Roosevelt Island,3
FALSE,1,30,Central Park,4
FALSE,1,30,Battery Park,3
FALSE,1,30,Marble Hill,1
FALSE,1,30,Randalls Island,2
FALSE,1,30,Highbridge Park,0
FALSE,1,30,Governor's Island/Ellis Island/Liberty Island,0
FALSE,1,40,Gramercy,938
FALSE,1,40,Upper East Side South,464
FALSE,1,40,Flatiron,1210
FALSE,1,40,Meatpacking/West Village West,507
FALSE,1,40,UN/Turtle Bay South,271
FALSE,1,40,East Village,1771
FALSE,1,40,Garment District,794
FALSE,1,40,East Harlem North,383
FALSE,1,40,TriBeCa/Civic Center,529
FALSE,1,40,Times Sq/Theatre District,2415
FALSE,1,40,Lincoln Square East,935
FALSE,1,40,Midtown Center,1109
FALSE,1,40,Hudson Sq,274
FALSE,1,40,Upper East Side North,343
FALSE,1,40,Greenwich Village North,794
FALSE,1,40,West Village,1848
FALSE,1,40,East Harlem South,367
FALSE,1,40,Lower East Side,1662
FALSE,1,40,Union Sq,732
FALSE,1,40,Upper West Side South,404
FALSE,1,40,Lincoln Square West,79
FALSE,1,40,Murray Hill,923
FALSE,1,40,Midtown East,893
FALSE,1,40,Manhattan Valley,199
FALSE,1,40,Central Harlem,539
FALSE,1,40,SoHo,404
FALSE,1,40,Central Harlem North,237
FALSE,1,40,West Chelsea/Hudson Yards,331
FALSE,1,40,Hamilton Heights,206
FALSE,1,40,Little Italy/NoLiTa,732
FALSE,1,40,Greenwich Village South,999
FALSE,1,40,East Chelsea,1414
FALSE,1,40,Sutton Place/Turtle Bay North,637
FALSE,1,40,Clinton West,249
FALSE,1,40,Two Bridges/Seward Park,71
FALSE,1,40,Stuy Town/Peter Cooper Village,29
FALSE,1,40,Yorkville East,75
FALSE,1,40,Kips Bay,199
FALSE,1,40,Clinton East,941
FALSE,1,40,Morningside Heights,307
FALSE,1,40,Penn Station/Madison Sq West,1633
FALSE,1,40,World Trade Center,74
FALSE,1,40,Midtown South,994
FALSE,1,40,Manhattanville,101
FALSE,1,40,Yorkville West,383
FALSE,1,40,Lenox Hill West,490
